,Sentence,Sentiment,target,cleaned_text
5590,"Britain's FTSE steadies, supported by Dixons Carphone",positive,1,Britain FTSE steady support Dixons Carphone
5591,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",positive,1,ADP News Nov 13 2008 finnish print circuit board pcb maker Aspocomp Group Oyj omx ACG1V say today net loss narrow EUR 2 million usd 2.5 m month 2008 EUR 57
5592,Finnish media group Talentum has issued a profit warning .,negative,-1,finnish medium group Talentum issue profit warning
5593,"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral,0,train expect cross russian territory 9 day reach Vostochny port
5594,"FTSE 100 drops 2.5 pct on Glencore, metals price fears",negative,-1,FTSE 100 drop 2.5 pct Glencore metal price fear
5595,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,1,acquisition Ramirent strategy strengthen position select location
5596,HK Ruokatalo 's target is to know the consumers .,neutral,0,HK Ruokatalo target know consumer
5597,$SBUX getting sold here.,negative,-1,$ SBUX getting sell
5598,Strategic and operational business information is objectively reported .,neutral,0,strategic operational business information objectively report
5599,With this acquisition Panostaja Oyj further expands its business area specialising in digital printing .,positive,1,acquisition Panostaja Oyj expand business area specialise digital printing
5600,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,1,company aim annual saving EUR3 m main expect realize year
5601,Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % .,neutral,0,net sale 2006 total EUR 302 million operate margin 16
5602,"However , the growth margin slowed down due to the financial crisis .",neutral,0,growth margin slow down financial crisis
5603,"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",neutral,0,start software capable retrieve datum type computer keyboard ` ` keylogger complex mechanism arrive scene phishe pharme
5604,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive,1,` ` significant milestone Benefon help secure critical USP personal navigation product roadmap 2007 comment Simon Button Chief Technology Officer Benefon
5605,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative,-1,Kone say court paper union action delay repair elevator federal courthouse Jan. 21 Saltonstall state office building Jan. 23
5606,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive,1,concept enable commercially affordable way manufacture high quality TCO coat glass solar industry
5607,Performance in the second half of 2009 exceeded expectations .,positive,1,performance second half 2009 exceed expectation
5608,$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,positive,1,$ ES_F. nice little cup handle shape 15 minute end day $ SPY $ SPX favour good day index gap open
5609,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral,0,"10,000 odd square metre plot Stockmann buy Nevsky Center shopping center locate Nevsky Prospect St Petersburg high street Vosstaniya Square underground station immediate vicinity Moscow Station"
5610,Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative,-1,Amazon sell surveillance camera infect malware $ AMZN Amazon https://t.co/tohleq8fk6 https://t.co/5PR4cBtVVy
5611,Net sales dropped by 6 % year-on-year to EUR 11.9 million .,negative,-1,net sale drop 6 year year EUR 11.9 million
5612,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,neutral,0,down EUR5 .9 m H1 09 3 August 2009 finnish medium group Ilkka Yhtyma Oyj HEL ilk2s say today net profit fall 45 year EUR5 .9 m half 2009
5613,"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,0,scheme TeliaSonera Altimo practically identical involve merger stake VimpelCom Kyivstar
5614,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,-1,finnish textile clothing group Marimekko Oyj post net profit 7.99 mln euro $ 10.4 mln 2006 compare 8.4 mln euro $ 10.9 mln 2005
5615,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive,1,January 11 2010 EPHC board director approve increase quarterly dividend $ 0.03 $ 0.05 share
5616,$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,-1,$ IWM relative weakness pretty apparent short boat get prefer boat close
5617,"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive,1,` ` second quarter 2010 firstquarter growth net sale since quarter of2008 say Magnus Rosen Ramirent CEO
5618,"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive,1,quarter 2010 net sale increase 5.2 EUR 205.5 mn operating profit 34.9 EUR 23.5 mn
5619,The second-quarter net sales are expected to be on par with the first quarter of 2009 .,neutral,0,second quarter net sale expect par quarter 2009
5620,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,0,accord company decision issue summer 2010 early summer 2011 late
5621,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral,0,l&t acquire 50 pct stake local sector company Salvor Oy beginning September 2007
5622,bot $AMZN 600 weekly calls here @ 5.93,positive,1,bot $ AMZN 600 weekly call 5.93
5623,Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative,-1,Vaisala net profit quarter 2007 drop 3.0 mln euro $ 4.3 mln 6.8 mln euro $ 9.8 mln same period 2006
5624,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative,-1,Finnish Suominen Corporation make wipe nonwovens flexible packaging expect change market situation reduce sale Suominen nonwoven wet wipe previously estimate volume
5625,"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",neutral,0,estonian electronic component factory Elcoteq run material closure air traffic
5626,$BBRY Ready for Take OFF!,positive,1,$ BBRY Ready
5627,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",negative,-1,bank include Barclays Citi agree pay $ 2 billion settle forex
5628,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",neutral,0,result transaction aggregate holding Burrill Life Sciences Capital Fund L.P. decrease 5 cent total number share vote Company
5629,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,negative,-1,diluted earning share EPS decline EUR 0.78 EUR 1.76
5630,"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",neutral,0,beginning subscription period 2 2006 share subscription price b option right EUR 10.22 share
5631,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral,0,sale Savcor Group Ltd comprise Savcor ART corporate function investment Cencorp Corporation
5632,Amazon's grocery deal with Morrisons is only the beginning,positive,1,Amazon grocery deal Morrisons beginning
5633,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,0,accord finnish FIM Bank Alpro price EUR 100mn-150mn
5634,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,negative,-1,net sale decrease EUR 220.5 mn EUR 470.0 mn corresponding period 2009
5635,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,1,Teva FDA Approves Generic Version AstraZeneca Heartburn drug
5636,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral,0,event follow line Orion finnish homepage www.orion.fi Kauppalehti Live web service www.kauppalehti.fi/live
5637,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive,1,lithuanian beer market 14.41 million liter January rise 0.8 percent year early figure Lithuanian Brewers Association report cite result member
5638,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,1,cost cutting measure produce EUR70 m saving past month dampen airline loss Finnair say
5639,$IACI http://stks.co/tJU Looks good on the weekly chart.,positive,1,$ IACI http://stks.co/tJU look good weekly chart
5640,Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,positive,1,vike line head Jan Kaarstroem tell TT company ferry equipped handle ice passenger safe
5641,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,1,finnish investment group Panostaja Oyj say net profit go 8.6 mln euro $ 11.4 mln fiscal 2005 06 end October 31 2006 2.8 mln euro $ 3.7 mln same period fiscal 2004 05
5642,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,positive,1,astrazeneca daiichi Sankyo jointly Commercialise movantik
5643,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands .",negative,-1,"ferry run trouble outside Stockholm archipelago 20,000 island"
5644,With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients .,positive,1,appointment Kaupthing Bank aim co ordinate Capital Markets activity Group improve overall service client
5645,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative,-1,$ SPY tomorrow party time Bears $ GOOG $ MSFT -5.5
5646,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative,-1,operate profit exclude non recur item decrease EUR 6.2 mn EUR 16.8 mn 2007 represent 2.3 net sale
5647,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,0,bank vtb24 provide mortgage loan buy apartment complex 11 13 annum ruble
5648,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,-1,year 8.3 million passenger fly airline down 4 percent 2007
5649,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral,0,feature S60 user interface 135 gram model come 2.4 inch quarter vga display 100 megabyte internal memory expandable Micro Secure Digital slot
5650,"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",neutral,0,seller include 40 shareholder include Intellibis management employee investor
5651,The insurer anticipates its share in Nordea 's net profit to be significant .,positive,1,insurer anticipate share Nordea net profit significant
5652,"ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 million",positive,1,"ADP News Feb 25 2009 finnish print circuit board pcb maker Aspocomp Group Oyj HEL ACG1V say today swing net profit EUR 300,000 usd 385,000 2008 versus net loss EUR 65.3 million"
5653,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,neutral,0,company report today operating loss EUR0 .1 m net sale EUR4 .5 m quarter 2008
5654,"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,1,operate profit total EUR 825mn EUR 763mn 2004
5655,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral,0,Capitex Kalmar continue responsible maintenance technical development service
5656,`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral,0,` ` director shareholder alike ask why practice allow continue
5657,"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",positive,1,ceo BPM UBI meet Italy econ minister M&A talk heat
5658,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,0,Tekla organize information meeting analyst medium WTC Helsinki Marski meeting room Aleksanterinkatu 17 same day 12:30 1:30 p.m. light lunch serve
5659,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,0,business organise February 1 2011 way production design service combine entity Etteplan Operations
5660,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 .",neutral,0,"follow increase Huhtamaki Oyj register share capital EUR 358,706,290.00 number share outstanding 105,501,850"
5661,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,-1,generate operating loss EUR 96.3 mn down profit EUR 43.9 mn
5662,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",neutral,0,half 2008 Bank operating profit fall EUR 11.8 mn EUR 18.9 mn net interest income increase EUR 20.9 mn EUR 18.8 mn half 2007
5663,Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral,0,Elcoteq revenue 2007 approximately EUR 120 million
5664,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative,-1,25 March 2011 finnish electronics contract manufacturer Scanfil Oyj HEL SCF1V say today plan merge wholly own Scanfil EMS Group Ojala Yhtyma Oy hit snag shareholder domestic rival reject deal
5665,"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,1,market share rise 49.14 percent 48.51 percent year early
5666,`` Our design team has long admired Marimekko 's vivid patterns and colors .,positive,1,` ` design team long admire Marimekko vivid pattern color
5667,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative,-1,FTSE fall 3 month low greek debt concern easyjet skid
5668,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,1,market share widen 48.51 percent 48.31 percent year early
5669,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",neutral,0,negotiation result reduction 80 people regular employment half cover pension arrangement
5670,UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,1,update 1 astrazeneca boost respiratory unit $ 575 mln Takeda deal
5671,Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,negative,-1,net sale fall 33 quarter 2008 EUR 130.5 mn
5672,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",neutral,0,` ` test large campaign include customer trial demonstration LTE 800 mhz commercially viable summer Nokia Siemens head LTE business line Reino Tammela say
5673,"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neutral,0,Goldman Sachs Barclays HSBC downplay Brexit threat
5674,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,-1,operate profit non recur item EUR 8.3 mn month 2008 compare EUR 8.4 corresponding period 2007
5675,Do it for me' trend underpins UK sales growth at Kingfisher,positive,1,trend underpin UK sale growth kingfisher
5676,"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",negative,-1,food sale total EUR 323.5 mn October 2009 represent decrease 5.5 October 2008
5677,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,0,Marubeni participate GHG Green House Gas emission reduction project overseas obtain emission credit project provide japanese client
5678,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral,0,accord statistic Finnish Maritime Administration shipping not increase January August 2009
5679,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register .",neutral,0,"westend ICT Plc s new 409,665,891 share increase share capital EUR 2,000,000 base resolution extraordinary shareholder meeting 27 December 2010 today register Trade Register"
5680,The fund at fair value will increase correspondingly .,positive,1,fund fair value increase correspondingly
5681,"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive,1,Finnish Suominen Corporation specialise wet wipe nonwovens flexible packaging report net sale EUR 44.1 mn second quarter 2010 EUR 43.3 mn second quarter 2009
5682,The inventor was issued U.S. Patent No. .,neutral,0,inventor issue U.S. Patent
5683,"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",negative,-1,September market decline 10.2 percent year year 19.28 million liter
5684,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising .",neutral,0,strong brand visibility nationally regionally primary importance home sale vehicle consumer advertising
5685,This is the first time Finnair has been awarded an agreement with the UK government .,positive,1,time Finnair award agreement UK government
5686,"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,0,follow Stora Enso hold NewPage remain unchanged
5687,expecting  $SPY to close above 205.20 $AAPL,positive,1,expect $ spy close 205.20 $ aapl
5688,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral,0,your plant ground continue grow success garden lie maintain
5689,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,1,company say paper demand increase main market include publication paper increase average paper price 4 percent compare year
5690,"The outsourced Scan and Capture solutions transfer paper invoices into electronic format , and Basware Business Transactions Service allows the customer to receive and send invoices in an electronic format .",neutral,0,outsourced Scan capture solution transfer paper invoice electronic format Basware Business Transactions Service allow customer receive send invoice electronic format
5691,AstraZeneca suffers setback after drug fails to treat eye cancer,negative,-1,astrazeneca suffer setback drug fail treat eye cancer
5692,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,neutral,0,Sanoma Magazines International invite shareholder hold approximately 15 share sell share
5693,`` This could be us .,neutral,0,` ` could
5694,`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive,1,` ` trend sport leisure market favorable month year
5695,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,1,pre tax profit total EUR 397.4 mn EUR 164.7 mn
5696,Berkshire applies to boost Wells Fargo stake above 10 percent,positive,1,Berkshire apply boost Wells Fargo stake 10 percent
5697,"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",neutral,0,Konecranes Kito intend transfer hoist distribution business Konecranes japanese joint venture MHS Konecranes Kito
5698,The company did not disclose the price of the acquisition .,neutral,0,company not disclose price acquisition
5699,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,neutral,0,Fancy Dans FAB Glasgow gift interior store Fancy Dans move
5700,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,positive,1,Starbucks Digital Strategy drive Significant Growth Customer Loyalty https://t.co/9q7ci79iyo $ SBUX
5701,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,0,retail chain Suomen L+ñhikauppa give index 5.8 airline SAS 5.8 TeliaSonera broadband 6.1 german retail chain Lidl 6.1 Tele Finland mobile subscription 6.1 tallink shipping line 6.3 power company Helsinki Energy 6.3
5702,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,0,M real Corporation Stock Exchange Release 27 August 2009 3.15 pm M real receive EUR 190 million cash payment Sappi M real Corporation Mets+ñliitto Group divest Graphic Papers business Sappi Limited end 2008 EUR 750 million
5703,The amendment will not incur additional costs .,neutral,0,amendment not incur additional cost
5704,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",neutral,0,operating result exclude item total EUR 9.1 mn compare EUR 10.6 mn continue operation exclude item 2004
5705,The mill has long traditions and holds an established position in the markets .,positive,1,mill long tradition hold establish position market
5706,"Lots of metal stocks look like a 5-10% run awaits. Long $SSRI,$PAAS and $NEM but most high quality names should go if metal prices cooperate",positive,1,"lot metal stock look like 5 10 run await long $ SSRI,$PAAS $ NEM high quality name metal price cooperate"
5707,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today",positive,1,$ endp see large order week accumulate Jun 35 call today
5708,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,positive,1,thank you $ GOOG Google Alphabet $ FB Facebook stock nice reversal
5709,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,positive,1,Elcoteq Elcoteq SE lead electronic manufacturing service EMS company communication technology field
5710,"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,0,"company operate worldwide employ total approximately 47,000 person"
5711,Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,0,Okmetic Board Directors decide new share ownership program direct company management
5712,"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive,1,"lead production turn increase 60,000 tonne 2009 twofold increase current capacity level Zahariev say"
5713,Aspocomp has a large factory in China and a factory building project in India that was halted due to financing problems .,negative,-1,Aspocomp large factory China factory building project India halt financing problem
5714,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",positive,1,$ tsla fire 6 day row neeeed
5715,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,1,October December sale 302 mln eur 25.3 pct increase year year
5716,GE is building the facility with wind power developer Invenergy Wind LLC .,neutral,0,GE build facility wind power developer Invenergy Wind LLC
5717,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,-1,update 1 BHP Billiton credit rating fragile FY16 agency warn
5718,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral,0,ADP News Nov 3 2008 finnish paper packaging forest product company Stora Enso Oyj omx STERV say today invest EUR 137 million usd 176.6 m building power plant Ostroleka Mi
5719,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .,neutral,0,transaction announce September 29 Pohjola Insurance agree pay EUR 80 million usd 106.3 m cash Pohjantahti
5720,"Previously , it projected the figure to be slightly lower than in 2009 .",neutral,0,previously project figure slightly low 2009
5721,"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",neutral,0,total value project EUR53 m include plot transfer Atria
5722,Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,1,operate profit rise EUR 27.8 mn EUR 17.5 mn 2008
5723,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,neutral,0,share shall acquire accord Rules NASDAQ OMX Helsinki accord rule relate acquisition company share
5724,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,0,accord prosecutor share transaction carry HK Ruokatalo proceed negotiation concern acquisition Swedish Meats
5725,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,-1,operate profit total EUR 9.6 mn down EUR 42.0 mn year
5726,Arm slammed by handset sales outlook,negative,-1,Arm slam handset sale outlook
5727,"Britain's FTSE gains, Land Securities up after dividend hike",positive,1,Britain FTSE gain Land Securities dividend hike
5728,Builder Persimmon hails 6% rise in house sales,positive,1,Builder Persimmon hail 6 rise house sale
5729,Most of the dividend will go to the Grimaldi family .,neutral,0,dividend Grimaldi family
5730,"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral,0,economic development China no long take place East coast Shanghai area Vauramo say
5731,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral,0,Jun. 14 2009 AOL weblogs deliver Newstex look like E71 upstage Nokia NYSE NOK premier business class smartphone Espoo hit corporate YouTube account promo video E72
5732,$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,negative,-1,$ NIHD insider get wrong look rsi 30
5733,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,0,Laavainen say Benecol known Europe market 15 year
5734,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,0,company appoint Leif Rosen head Special Plate unit include quarto plate unit Degerfors Sweden New Castle USA unit Willich Germany Pressplate Prefab Avesta Plate Service Centre Nordic Degerfors
5735,"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",negative,-1,"potential defect row seat belt Tesla Motors recall 2,700 Model X suv $ tsla https://t.co/YVYDncdNdi"
5736,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral,0,altogether CapMan employ approximately 150 people Helsinki Stockholm Copenhagen Oslo Moscow Luxembourg
5737,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,0,segment company operate Frozen Food business seafood Vegetable oil business Grain Trading business operation
5738,"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral,0,base negotiation personnel 20 indicate willingness new location
5739,France raises concerns over proposed LSE-Deutsche Boerse deal,negative,-1,France raise concern propose LSE Deutsche Boerse deal
5740,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral,0,"561,470 new share 2003 option right plan packaging company Huhtamaki Oyj report Monday total 561,470 new share company issue base share subscription 2003 option right plan"
5741,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral,0,Sullivan say board ` ` involve lot work people pay time
5742,The expansion will be delivered in the fourth quarter of 2006 .,neutral,0,expansion deliver fourth quarter 2006
5743,Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,0,Aspokem post operate profit 2.7 mln euro $ 3.5 mln net sale 89.1 mln euro $ 116.8 mln 2006
5744,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive,1,accord Karhinen OP Pohjola exciting enterprise cooperation bring huge opportunity customer company
5745,"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",positive,1,U.K. Stocks resume gain Rally Record CRH Tullow Climb
5746,$FIO won't stay down,positive,1,$ FIO will stay down
5747,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,0,decision reflect underutilisation line produce nonwovens medical wipe application automotive industry
5748,The court found TelecomInvest 's arguments convincing .,positive,1,court find TelecomInvest argument convincing
