,label,text,target,cleaned_text
4162,negative,"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",-1,accord Laavainen Raisio food marketing reactive inconsistent
4163,neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",0,accord prosecutor share transaction carry HK Ruokatalo proceed negotiation concern acquisition Swedish Meats
4164,neutral,"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",0,accord Tiimari consumer advise cut away rabbit bow tie contain formadehyde dispose
4165,neutral,All other charges were dismissed .,0,charge dismiss
4166,neutral,"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",0,Alpina Sports Lebanon New Hampshire USA base distributor e.g. Alpina ski shoe ski Exel ski pole start ski wax Peltonen cross country ski
4167,neutral,Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,0,big Christmas seller 35 satin bow shift dress style outfits wear Victoria Beckham 75 Paris Hilton Prom dress
4168,neutral,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",0,scandinavian company present St. Petersburg name swedish concern NCC implement project field asphalt production road housing construction project Swedish Krona
4169,neutral,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,0,international conference audio webcast concern financial result January March 2010 begin 14.00 EET
4170,neutral,Another problem is cola-flavoured long drinks .,0,problem cola flavour long drink
4171,neutral,Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,0,Antniemi refute report finnish daily Turun Sanomat company reorganize operation baltic country
4172,negative,"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",-1,Antti Orkola president Kemira GrowHow Industrial Solutions unit tell Thomson Financial News company open price phosphate ` quite depressed long time
4173,negative,Applying for summer work is seen as laborious and stressful .,-1,apply summer work see laborious stressful
4174,negative,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,-1,ArcelorMittal Chief Executive Officer Lakshmi Mittal cut output furnace
4175,neutral,"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",0,"plan Board Directors decide transfer maximum 330,000 share hold company share issue payment direct Aspo Management Oy hold company acquire management"
4176,negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",-1,result 12 people redundant total 67 person lay temporarily
4177,neutral,"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",0,result start negotiation bank provisional amendment concern covenant credit term
4178,negative,As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,-1,result negotiation company decide 45 people redundant financial production ground
4179,negative,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",-1,production product continue normally temporary lay off concern simultaneously 80 employee
4180,neutral,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,0,Atria say offer swedish company continue ownership control slaughtering cut operation
4181,neutral,"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",0,Aug. 17 2010 Curbed deliver Newstex late Racked cover shopping retail sidewalk
4182,neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,0,Bertrand Sciard vice chairman board director Aldata Solution since April 2007
4183,neutral,Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,0,Bovine slaughtering cut Kuopio facility transfer Kauhajoki slaughterhouse
4184,negative,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,-1,chief executive officer Olli Pekka Kallasvuo change Tuesday mark time month company reshuffle executive operation Nokia lose ground Apple iPhone RIM BlackBerry
4185,negative,"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",-1,cut equivalent cost 35 45 employee target company say
4186,negative,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,-1,EB announce stock exchange release November 18th 2008 J.T. Bergqvist resign chairmanship membership Board EB
4187,neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",0,finland base international machinery rental company Ramirent Plc omx Helsinki RMR1V say Friday 9 president CEO Kari Kallio inform board intention retire year 2009
4188,neutral,Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,0,finnish electrical component maker Salcomp Oyj hel SAL1V announce today launch late twist charger platform
4189,negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",-1,finnish soapstone processing fireplace maker Tulikivi Oyj say February 26 2007 cut 20 job fireplace sale organization production facility subsidiary Kermansavi Oy
4190,negative,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",-1,Finnish Suominen Flexible Packaging Ltd own local textile company Suominen Corporation Group HEL SUY1V say today start employee negotiation concern entire personnel Finland
4191,negative,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",-1,Finnish Vaahto Group provide paper make technology process machinery start negotiation concern temporary lay off 140 employee company plant Hollola Tampere Finland
4192,neutral,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",0,Fortum look invest new production unit include new waste fire unit Brista combine heat power CHP plant biofuel base production unit Vartan CHP plant
4193,neutral,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,0,MIDNIGHTTRADER REALTIME report delay
4194,neutral,Global life science industry is strictly regulated by international and national authorities .,0,global life science industry strictly regulate international national authority
4195,negative,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,-1,say lose family month economy alternative arrangement save money
4196,neutral,His resignation will take effect immediately .,0,resignation effect immediately
4197,neutral,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",0,Huhtamaki rigid plastic consumer good operation mainly Europe separate new reporting segment 1 January 2009
4198,negative,"In addition , the production at the Varpaisj+_ rvi factory will be stopped at the beginning of April 2009 .",-1,addition production Varpaisj+ rvi factory stop beginning April 2009
4199,negative,In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,-1,addition production personnel Sport Division give temporary lay warning
4200,neutral,"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",0,December Amer announce dismissal CEO Roger Talermo head company since 2006
4201,neutral,"In Europe , the paper industry 's situation is paradoxical .",0,Europe paper industry situation paradoxical
4202,neutral,"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",0,parallel TeliaSonera decide conduct compulsory acquisition
4203,negative,"In Sweden , there is an oversupply of pharmacies .",-1,Sweden oversupply pharmacy
4204,negative,Incap Furniture is presently negotiating staff cuts .,-1,Incap Furniture presently negotiate staff cut
4205,negative,"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",-1,initially company say maximum 15 people redundant parent company 15 subsidiary
4206,negative,It is a disappointment to see the plan folded .,-1,disappointment plan fold
4207,negative,It is the most awkward thing to use if you 're holding the phone with one hand .,-1,awkward thing use you hold phone hand
4208,negative,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",-1,Jul. 18 Police look man terrorize male gunpoint East Maple Avenue afternoon shoot kidnap
4209,neutral,"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",0,Jussi Pesonen member Sampo Board since 2006 renounce seat Sampo Board
4210,neutral,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,0,kesko previously publish stock exchange release concern deal 7 February 2007
4211,negative,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,-1,Korhonen dismiss post editor chief group newspaper Lapin Kansa December 2008
4212,negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",-1,year UPM cut production closed mill Finland slash 700 job
4213,neutral,Less than ten people will face pension agreements .,0,people face pension agreement
4214,negative,"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",-1,ADP News Jan 27 2009 finnish industrial machinery company Vaahto Group Ltd Oyj HEL WAT1S say today subsidiary Vaahto Ltd cut 15 job Finland
4215,negative,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",-1,adpnews Dec 1 2009 finnish cutlery hand tool maker Fiskars Oyj Abp HEL FISAS say today redundant total 18 office management staff member subsidiary Iittala Group Ltd.
4216,neutral,"( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .",0,adpnews Dec 30 2009 finnish investment group Neomarkka Oyj HEL NEMBV say today furlough employee unit Reka Cables Ltd 90 day start January 2010
4217,neutral,Managing Director Timo Kohtam+Æki of Lemmink+Æinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,0,manage Director Timo Kohtam+Æki Lemmink+Æinen Infra point continue need infrastructure construction baltic market
4218,negative,"More than 14,000 customers were left powerless .",-1,"14,000 customer leave powerless"
4219,neutral,Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,0,Mr. Kari Stadigh carry Chairman Board Mr. Matti Arteva Vice Chairman
4220,neutral,M-real will start statutory employer-employee negotiations at the +_+Ænekoski board mill that concern about 130 people .,0,M real start statutory employer employee negotiation + + Ænekoski board mill concern 130 people
4221,neutral,"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",0,"Neste Oil s refinery combined crude oil refining capacity approximately 260,000 barrel day"
4222,neutral,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",0,New Chairman Board Directors Mr Chaim Katzman presentation answer question
4223,neutral,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,0,Nokia inaugurate manufacturing plant near Chennai 11 Mar 2006
4224,neutral,Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,0,Nokia request company stop make sell mobile phone pay monetary damage cost
4225,neutral,"On 20 March 2006 , Stora Enso refused to comment the news in any way .",0,20 March 2006 Stora Enso refuse comment news way
4226,neutral,Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,0,Panostaja Oyj Board decide organisational meeting hold completion AGM implement agm decision concern Board member fee pay share way share transfer quarterly basis date follow publication quarterly annual report
4227,neutral,Rapala Fishing Frenzy 2009 .,0,Rapala Fishing Frenzy 2009
4228,neutral,Residents access to the block is planned to be from Aleksandri Street .,0,resident access block plan Aleksandri Street
4229,neutral,"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",0,russian Media Ventures minority shareholder Peter Hervy deny plan sell OVA Press daily say
4230,neutral,"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",0,"russian official inspect damage give vessel permission continue Tallinn 4.30 a.m. Norwegian register M T Sten Nordic carry 11,000 ton gas oil man Filipino crew"
4231,neutral,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,0,Sanoma announce Stock Option Scheme 2008 19 December 2008
4232,negative,Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,-1,Scanfil execute temporary lay off mid October 2009 job cut March 2010
4233,neutral,"shock phase ' , consumers have once again started to plan and implement building projects .",0,shock phase consumer start plan implement building project
4234,neutral,Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,0,short term license game cost little $ 3 purchase game outright cost $ 10 $ 15
4235,neutral,"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",0,Mr. Galvan saving adjustment buy liquor watch portion size
4236,neutral,"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",0,250 people 200 worker retire Raahe Works 2008 2011
4237,neutral,SWOT analysis is just one method of categorization and has its own weaknesses .,0,SWOT analysis method categorization weakness
4238,neutral,The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,0,adjustment concern staff Specialty Papers Fiber Composites segment
4239,neutral,The appointments will be in force until the new CEO has been appointed .,0,appointment force new CEO appoint
4240,neutral,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",0,authorisation force end Annual General Meeting repeal authorisation acquire share give General Meeting hold April 4 2007
4241,neutral,The authorization is in force for a period of 18 months from the resolution by the General Meeting .,0,authorization force period 18 month resolution General Meeting
4242,neutral,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",0,business gross write premium EUR152 .4 m 91.5 m 2000 net combined ratio 133 175 staff total office UK Germany Benelux
4243,neutral,"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",0,chill meat product category lead meat fish poultry market Finland account share 31.4
4244,neutral,"The company can be split into two parts over the coming months , with Essent owning and operating production and supply , and Enexis owning and operating the grid .",0,company split part come month essent owning operating production supply Enexis own operate grid
4245,neutral,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",0,company continuous need alloy nickel ferro chrome molybdenum manganese production say Talvivaara
4246,neutral,The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,0,company reportedly search replacement CEO Olli Pekka Kallasvuo
4247,negative,"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",-1,company plan close line plant 450 job threat
4248,neutral,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",0,contract include cut edge wagon part Ruukki steel service centre Seinajoki Raahe southwestern Finland deliver VR welding assembly
4249,neutral,"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",0,copying republication redistribution AFX News Content inculde frame similar mean expressly prohibit without prior write consent AFX News
4250,neutral,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",0,cosmetic collection include eye shadow face powder lip gloss mascara accessory
4251,neutral,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",0,E7 smartphone available Rs35 000 handset India Nokia India vice president managing director D Shivakumar tell reporter
4252,neutral,"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",0,employer employee talk concern 500 people staff Finland
4253,neutral,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,0,exercise originate Finland early 1930 training method cross country skier
4254,neutral,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",0,"phase logistic complex envisage completion 70,000 sq m logistic premise gatehouse building November 2008"
4255,neutral,"The gross area of eight houses will be 12,167 m2 .",0,"gross area house 12,167 m2"
4256,neutral,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",0,"gross area Innova 2 project 10,000 sq m 107,600 sq ft"
4257,neutral,The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,0,incident happen 2:30 p.m. Avenue 192 Road 196
4258,neutral,"The interim report for the first quarter is published on May 8 , 2009 .",0,interim report quarter publish 8 2009
4259,negative,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",-1,large restructuring plan Italy negotiation 40 job cut initiate today company note
4260,neutral,The layoff talks were first announced in August .,0,layoff talk announce August
4261,neutral,The machines will cease production by the end of February 2007 .,0,machine cease production end February 2007
4262,negative,The measures result from weak demand in the shipbuilding industry .,-1,measure result weak demand shipbuilding industry
4263,neutral,"The mill 's raw material need will increase by 100,000 m3 of wood .",0,"mill raw material need increase 100,000 m3 wood"
4264,neutral,"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",0,negotiation concern personnel Cencorp Corporation Singulase Oy Finland Sweden company say
4265,neutral,The negotiations will concern the plant 's department producing winded roving that employs 10 people .,0,negotiation concern plant department produce wind rove employ 10 people
4266,neutral,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",0,new apartment block go close city center explain Chairman Board YIT Ehitus Priit Sauk
4267,neutral,"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",0,plant fire combination spruce bark chip log residue mill peat
4268,negative,The production is to be liquidated before June 2009 and 325 employees loose their jobs .,-1,production liquidate June 2009 325 employee loose job
4269,neutral,"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",0,project 2 x 600 mw coal fire power plant locate 420 km south Hanoi company say
4270,negative,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",-1,"prosecutor demand Outokumpu pay fine EUR 800,000"
4271,negative,"The pulp production in Finnish Kemij+Ærvi will also be liquidated and about 1,100 employees loose their jobs .",-1,"pulp production Finnish Kemij+Ærvi liquidate 1,100 employee loose job"
4272,neutral,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",0,"redesign crushing circuit operation since start September overall production rate weekly basis excess average 40,000 tonne day"
4273,neutral,The resignation will be in effect immediately .,0,resignation effect immediately
4274,neutral,"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",0,scheme TeliaSonera Altimo practically identical involve merger stake VimpelCom Kyivstar
4275,neutral,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,0,share subscription period C option commence 1 September 2008 expire 31 March 2011
4276,neutral,The share subscription period will expire on 30 September 2007 .,0,share subscription period expire 30 September 2007
4277,neutral,The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,0,subscription period Amer Sports 2002 warrant scheme end 31 December 2007
4278,neutral,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,0,term condition Stock Option Scheme 2004 available Group website
4279,neutral,The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,0,transaction include transfer lease agreement concern manufacturing premise employment agreement relate operation
4280,neutral,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",0,utility provide service relate electricity management hedging trade risk management reporting
4281,negative,They are also upset that some of the machinery and work is taken over to Poland .,-1,upset machinery work take Poland
4282,negative,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,-1,cover Forest Industry unit employee Finland concern temporary permanent lay off
4283,negative,This is bad news for the barbeque season .,-1,bad news barbeque season
4284,neutral,This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,0,postponement decision making project negotiation phase early estimation
4285,negative,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",-1,"Tornio work employ 2,300 1,800 scope fix period time temporary layoff April October period"
4286,neutral,"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",0,adjust present situation cut capacity cost without jeopardise Asia strategy long term
4287,neutral,"When cruising , the revs fall as less engine output is required .",0,cruise revs fall engine output require
4288,negative,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",-1,web user click link contain mail find bogus site imitate bank retrieve personal banking datum
4289,negative,Viking Line has canceled some services .,-1,vike Line cancel service
4290,neutral,"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",0,Z. Bavelloni long stand MD Dino Bavelloni retire end 2005
4291,neutral,"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",0,` ` m try deal slavery different perspective balance story say DeRamus writer Detroit Free Press Detroit News
4292,positive,"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",1,` ` Neste Oil respond challenge pose European Union target biofuel account 5.8 traffic fuel usage EU 2010 develop NExBTL technology produce diesel fuel renewable federation say
4293,neutral,"`` Soon after , the collisions started . ''",0,` ` soon collision start
4294,neutral,"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0,` ` big challenge piece look raw Hansen say
4295,neutral,`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,0,` ` rest week taping Jimmy Kimmel Live cancel foot
4296,negative,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",-1,` ` issue thief steal building site say Mr Smith
4297,neutral,"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",0,` ` license agreement Nokia Corp. expire April 9 2007
4298,negative,30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,-1,30 November 2009 finnish office furniture maker Martela Oyj HEL MARAS say today redundant people lay permanently company office staff factory worker
4299,neutral,4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,0,4 January 2011 finnish medium company Alma Media Corporation HEL aln1v say today online recruitment service Monster Oy partner local newspaper publisher Suomen Lehtiyhtyma list job advertisement
4300,neutral,A 2001 agreement expired earlier this month .,0,2001 agreement expire early month
4301,neutral,"A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .",0,month ago Teva vice chairman Phillip Frost Marathon Venture Capital Fund TASE MARA sell Protalix share
4302,negative,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",-1,"Chuck Smith lay 30 $ 90,000 housing consultant job wife cut spending half family have rely wife income same"
4303,neutral,"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",0,"split company 26,885,540 Series share 9,540,000 Series K share"
4304,neutral,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",0,transaction Herttaassa holding Alma Media fall flagging limit 5
4305,neutral,And Ogden reportedly will shell out $ 4.2 million .,0,Ogden reportedly shell $ 4.2 million
4306,neutral,"At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .",0,"3:37 p.m. eastern time block 2,400 contract change hand bid price $ 0.45"
4307,negative,"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .",-1,Belarus OAO Lidskoe Pivo brewery base Grodno Region report 1.1 decrease output 1.045 million decaliter January March 2010 representative administration company tell
4308,neutral,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",0,Boomeranger Boats Oy specialise boat building design manufacture sell customise Rigid Inflatable Boats RIB primarily Baltic Sea market
4309,neutral,"Cramo 's manager Jarmo Laasanen said hiring of equipment and machinery in Lithuania differs from the other Baltic countries in that in Lithuania still many public structures such as roads , bridges , airports and shops are being built .",0,Cramo manager Jarmo Laasanen say hiring equipment machinery Lithuania differ baltic country Lithuania public structure road bridge airport shop build
4310,neutral,Currently the quarterly applied surcharges differ significantly from the actual market prices .,0,currently quarterly apply surcharge differ significantly actual market price
4311,neutral,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,0,Filmiteollisuus Fine Ab transfer Talentum Oyj form subsidiary
4312,neutral,Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,0,finnish bank Alandsbanken say Monday buy swedish operation Iceland troubled Kaupthing Bank 414 million kronor $ 49.5 million cash
4313,neutral,Fortum also has a blocking stake in Northwestern TGK-1 .,0,Fortum block stake Northwestern TGK-1
4314,neutral,"He found him again , however , after the driver was involved in a two-car accident .",0,find driver involve car accident
4315,neutral,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",0,HELSINKI AFX Salcomp mobile phone charger manufacturer say appoint Markku Hangasjarvi new ceo follow resignation Mats Eriksson
4316,neutral,"HK Ruokatalo produces many turkey products , such as cold cuts .",0,HK Ruokatalo produce turkey product cold cut
4317,neutral,"However , the brokers ' ratings on the stock differ .",0,broker rating stock differ
4318,negative,"However , the suspect stole his burgundy Nissan Altima .",-1,suspect steal burgundy Nissan Altima
4319,negative,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",-1,media advisory NTSB say subsequent testing ` ` train detection system intermittently fail
4320,negative,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",-1,"Finland snow storm bring tree down power line cut electricity 2,000 household"
4321,neutral,"In the spring 2006 , a total of 386,530 Stock Options 2002 B were annulled .",0,"spring 2006 total 386,530 Stock Options 2002 b annul"
4322,neutral,"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .",0,information system supplier Sentera 24.51 pct heavily trade share SysOpen Digia software house acquire 77.4 pct company morning 33 mln eur
4323,neutral,It 's very difficult to become a Google Analytics channel partner .,0,difficult Google Analytics channel partner
4324,neutral,"Juhani J+Ærvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",0,Juhani J+Ærvi Corporate Executive Vice President Kesko say russian food retail sector fragment
4325,negative,Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,-1,layoff place Suomussalmi Kuhmo plant autumn result codetermination negotiation hold
4326,negative,Metso estimates the need for personnel reductions to amount to 25 people .,-1,Metso estimate need personnel reduction 25 people
4327,negative,Most of the layoffs will be in Finland .,-1,layoff Finland
4328,negative,"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",-1,"permanent layoff plywood sawn timber sector finnish company operation domestic mill early year temporarily lay 1,200 worker save cost"
4329,neutral,"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",0,Motorola world second large maker cell phone unveil new phone Tuesday bid resurrect ail handset business
4330,neutral,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,0,Mursula say try gather macro economic perspective Malaysia
4331,neutral,Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,0,Niklas Skogster employ ABB Group position concern development operation
